"calories","cook","directions","ingredients","name","prep","rating","ready in","url"
"255","1 hr","1. Grease and flour two 8 x 4 inch pans. Preheat oven to 325 degrees F (165 degrees C). 2. Sift flour, salt, baking powder, soda, and cinnamon together in a bowl. 3. Beat eggs, oil, vanilla, and sugar together in a large bowl. Add sifted ingredients to the creamed mixture, and beat well. Stir in zucchini and nuts until well combined. Pour batter into prepared pans. 4. Bake for 40 to 60 minutes, or until tester inserted in the center comes out clean. Cool in pan on rack for 20 minutes. Remove bread from pan, and completely cool.","3 cups all-purpose flour, 1 teaspoon salt, 1 teaspoon baking soda, 1 teaspoon baking powder, 1 tablespoon ground cinnamon, 3 eggs, 1 cup vegetable oil, 2 ¼ cups white sugar, 3 teaspoons vanilla extract, 2 cups grated zucchini, 1 cup chopped walnuts","Mom's Zucchini Bread","20 mins","5","1 hr 40 mins","https://www.allrecipes.com/recipe/6698/moms-zucchini-bread/"
"191","10 mins","1. Preheat oven to 450 degrees F (230 degrees C). 2. In a large mixing bowl sift together flour, baking powder and salt. Cut in shortening with fork or pastry blender until mixture resembles coarse crumbs. 3. Pour milk into flour mixture while stirring with a fork. Mix in milk until dough is soft, moist and pulls away from the side of the bowl. 4. Turn dough out onto a lightly floured surface and knead dough briefly, 5 to 7 times. Roll dough out into a 1/2 inch thick sheet and cut out biscuits with a floured cookie cutter. Press together unused dough and repeat rolling and cutting procedure. 5. Place biscuits on ungreased baking sheets and bake in preheated oven until golden brown, about 10 minutes.","2 cups all-purpose flour, 1 tablespoon baking powder, ½ teaspoon salt, ½ cup shortening, ¾ cup cold milk","Basic Biscuits","15 mins","4.5","25 mins","https://www.allrecipes.com/recipe/20075/basic-biscuits/"
"141","5 mins","1. Break the eggs into a microwave-proof mixing bowl. Add milk and salt; mix well. 2. Pop the bowl into the microwave and cook on high power for 30 seconds. Remove bowl, beat eggs very well, scraping down the sides of the bowl, and return to the microwave for another 30 seconds. Repeat this pattern, stirring every 30 seconds for up to 2 1/2 minutes. Stop when eggs have the consistency you desire.","4 eggs, ¼ cup milk, ⅛ teaspoon salt","Fluffy Microwave Scrambled Eggs","5 mins","4.5","10 mins","https://www.allrecipes.com/recipe/272293/fluffy-microwave-scrambled-eggs/"
"183","15 mins","1. Rinse shredded potatoes until water is clear, then drain and squeeze dry. Place shreds in a bowl and mix in the onion, flour, and egg until evenly distributed. 2. Heat about 1/4 inch of oil in a large heavy skillet over medium-high heat. When oil is sizzling hot, place potatoes into the pan in a 1/2 inch thick layer. Cover the whole bottom of the pan, or make separate piles like pancakes. 3. Cook until nicely browned on the bottom, then flip over and brown on the other side. It should take at least 5 minutes per side. If you are cooking them in one big piece, it can be cut into quarters for easier flipping. 4. Remove from pan, and drain on paper towels. Season with salt and pepper and serve immediately.","2 medium russet potatoes, shredded, ½ medium onion, finely chopped, ¼ cup all-purpose flour, 1 egg, 1 cup oil for frying, or as needed, salt and pepper to taste","Crispy Hash Browns","20 mins","4.5","35 mins","https://www.allrecipes.com/recipe/57783/emilys-famous-hash-browns/"
"121","20 mins","1. In a saucepan, combine apples, water, sugar, and cinnamon. Cover, and cook over medium heat for 15 to 20 minutes, or until apples are soft. Allow to cool, then mash with a fork or potato masher.","4 apples - peeled, cored and chopped, ¾ cup water, ¼ cup white sugar, ½ teaspoon ground cinnamon","Sarah's Applesauce","10 mins","5","30 mins","https://www.allrecipes.com/recipe/51301/sarahs-applesauce/"
"199","20 mins","1. Rinse potato cubes with cold water and drain well. 2. Melt butter in a large skillet over medium heat. Place potatoes in the skillet and season with salt and pepper; mix well. Cover and cook for 10 minutes. 3. Remove the lid and cook, turning frequently, until brown and crisp on all sides, about 10 more minutes.","3 medium russet potatoes, cubed, 3 tablespoons butter or margarine, salt and ground black pepper to taste","Quick and Easy Home Fries","5 mins","4.5","25 mins","https://www.allrecipes.com/recipe/71803/quick-and-easy-home-fries/"
"340","20 mins","1. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. 2. Stir together cheese, eggs, bacon, bread, red bell pepper, green onion, milk, garlic, salt, and black pepper in a bowl until well-combined; pour into the prepared baking dish. 3. Bake in the preheated oven until eggs are set, 20 to 25 minutes.","1 cup shredded Cheddar cheese, 6 eggs, whisked, 6 slices bacon, diced, 2 slices bread, cubed, ⅓ red bell pepper, diced, 2 green onions, chopped, 3 tablespoons milk, ½ teaspoon minced garlic, or to taste (Optional), salt and ground black pepper to taste","Super Easy Egg Casserole","15 mins","4.5","35 mins","https://www.allrecipes.com/recipe/241925/super-easy-egg-casserole/"
"319","15 mins","1. Preheat the oven to 400 degrees F (200 degrees C); adjust the oven rack to the lower-middle position. Line a baking tray with parchment paper. 2. Mix flour, 1/3 cup sugar, baking powder, salt, and baking soda in a medium bowl. Grate butter into flour mixture on the large holes of a box grater. Use your fingers to work in butter until mixture resembles a coarse meal, then toss in raisins. 3. Whisk sour cream and egg together in a small bowl until combined. 4. Using a fork, stir sour cream mixture into flour mixture until large dough clumps form. Use your hands to shape dough into a ball. (Dough may seem dry at first but will come together as you work it.) 5. Place dough on a lightly floured surface and pat into a 7- to 8-inch circle, about 3/4-inch thick. Sprinkle with remaining 1 teaspoon of sugar. Use a sharp knife to cut into 8 equal triangles; place on the prepared baking tray, about 1-inch apart. 6. Bake scones in the preheated oven until golden, 15 to 17 minutes. 7. Cool for 5 minutes; serve warm or at room temperature.","2 cups all-purpose flour, ⅓ cup sugar, 1 teaspoon baking powder, ½ teaspoon salt, ¼ teaspoon baking soda, 8 tablespoons unsalted butter, frozen, ½ cup raisins (or dried currants), ½ cup sour cream, 1 large egg, 1 teaspoon white sugar","Simple Scones","15 mins","5","35 mins","https://www.allrecipes.com/recipe/79470/simple-scones/"
"168","15 mins","1. Preheat the oven to 375 degrees F (190 degrees C). Grease 12 muffin cups or line with paper muffin liners. 2. Mix together wheat bran and buttermilk in a large bowl; let stand for 10 minutes. 3. Beat together brown sugar, oil, egg, and vanilla in a separate bowl and add to buttermilk mixture. 4. Sift together flour, baking soda, baking powder, and salt. Stir flour mixture into buttermilk mixture until just blended. Fold in raisins and spoon batter into the prepared muffin pan. 5. Bake muffins for 15 to 20 minutes or until a toothpick inserted into the center of a muffin comes out clean. Cool and enjoy!","1 ½ cups wheat bran, 1 cup buttermilk, ⅔ cup brown sugar, ⅓ cup vegetable oil, 1 egg, ½ teaspoon vanilla extract, 1 cup all-purpose flour, 1 teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon salt, ½ cup raisins","Classic Bran Muffins","20 mins","5","35 mins","https://www.allrecipes.com/recipe/25224/classic-bran-muffins/"
"263","1 hr","1. Preheat the oven to 300 degrees F (150 degrees C). Grease four 7x3-inch loaf pans. 2. Mix 1/4 cup sugar and 1 teaspoon cinnamon together in a small bowl until well combined; dust the greased pans lightly with sugar mixture. 3. Beat remaining 3 cups sugar and butter together in a large bowl with an electric mixer until smooth. Add mashed bananas, sour cream, eggs, vanilla, and remaining 2 teaspoons cinnamon; continue to beat until well-blended. Add flour, baking soda, and salt; mix until just combined. Stir in walnuts and divide batter evenly into the prepared pans. 4. Bake in the preheated oven until a toothpick inserted in center comes out clean, about 1 hour.","3 ¼ cups white sugar, divided, 3 teaspoons ground cinnamon, divided, ¾ cup butter, 6 very ripe bananas, mashed, 1 (16 ounce) container sour cream, 3 eggs, 2 teaspoons vanilla extract, 4 ½ cups all-purpose flour, 3 teaspoons baking soda, ½ teaspoon salt, 1 cup chopped walnuts (Optional)","Banana Sour Cream Bread","10 mins","5","1 hr 10 mins","https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/"
"200","20 mins","1. Preheat the oven to 400 degrees F (205 degrees C). Line a 12-cup muffin tin with paper liners. 2. Combine flour, oats, sugar, baking powder, soda, and salt in a medium bowl; set aside. 3. Beat egg lightly in a large bowl. Whisk in milk, oil, and vanilla. Stir in mashed bananas. Add the flour mixture and stir until just combined. Spoon batter into the prepared muffin cups, filling each 3/4 full. 4. Bake in the preheated oven until tops spring back when lightly pressed, 18 to 20 minutes.","1 ½ cups unbleached all-purpose flour, 1 cup rolled oats, ½ cup white sugar, 2 teaspoons baking powder, 1 teaspoon baking soda, ½ teaspoon salt, 1 egg, ¾ cup milk, ⅓ cup vegetable oil, ½ teaspoon vanilla extract, 1 cup mashed bananas","Banana Oat Muffins","15 mins","4.5","35 mins","https://www.allrecipes.com/recipe/6714/banana-oat-muffins/"
"567","25 mins","1. Preheat the oven to 425 degrees F (220 degrees C). 2. Combine flour, salt, vanilla extract, eggs, and milk in a high-speed blender. Blend on high speed until completely smooth and very thin, about 1 minute. 3. Heat a 9- or 10-inch cast iron skillet over high heat. Pour clarified butter into the skillet and use a pastry brush to grease the sides. Heat butter until just starting to smoke. 4. Quickly and carefully pour the batter into the center of the skillet, then sprinkle blueberries over top. Transfer skillet to the center of the preheated oven and bake until browned and nicely puffed, 20 to 25 minutes. 5. Carefully remove from the oven and immediately brush the top with melted butter. Squeeze lemon juice over top as Dutch baby deflates. Dust with powdered sugar. 6. Cut in wedges to serve and drizzle with maple syrup.","½ cup packed all-purpose flour, ¼ teaspoon fine salt, ¼ teaspoon pure vanilla extract, 3 large eggs, at room temperature, ⅔ cup milk, at room temperature, 3 tablespoons clarified butter, melted, ⅓ cup fresh blueberries, or more to taste, 1 tablespoon unsalted butter, melted, ½ Meyer lemon, juiced, 2 tablespoons powdered sugar, or to taste, 2 tablespoons maple syrup, or to taste (Optional)","Chef John's Blueberry Dutch Baby","10 mins","5","35 mins","https://www.allrecipes.com/recipe/279754/chef-johns-blueberry-dutch-baby/"
"393","40 mins","1. Preheat the oven to 350 degrees F (175 degrees C). 2. Mix together oats, brown sugar, cinnamon, baking powder, and salt in a large bowl. Beat in eggs, milk, melted butter, and vanilla extract. Stir in dried cranberries. Spread into a 9x13-inch baking dish. 3. Bake in the preheated oven until top is golden, about 40 minutes.","3 cups rolled oats, 1 cup brown sugar, 2 teaspoons ground cinnamon, 2 teaspoons baking powder, 1 teaspoon salt, 2 eggs, 1 cup milk, ½ cup melted butter, 2 teaspoons vanilla extract, ¾ cup dried cranberries","Baked Oatmeal","10 mins","4.5","50 mins","https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/"
"485","55 mins","1. Prepare casserole: Lightly grease a 9x13-inch baking dish. Arrange 1/2 of the bread cubes in the dish and top with cream cheese cubes. Sprinkle blueberries over the cream cheese, then top with remaining bread cubes. 2. Whisk eggs, milk, vanilla extract, and syrup together in a large bowl until well-combined; pour over the bread cubes. Cover and refrigerate overnight. 3. Remove casserole from the refrigerator about 30 minutes before baking. Preheat the oven to 350 degrees F (175 degrees C). 4. Bake casserole in the preheated oven, covered, for 30 minutes. Uncover, and continue baking until center is firm and surface is lightly browned, about 25 to 30 minutes. 5. Meanwhile, prepare blueberry sauce: Mix sugar, water, and cornstarch together in a medium saucepan; bring to a boil and cook, stirring constantly, 3 to 4 minutes. Stir in blueberries, reduce heat to low, and simmer until all the blueberries burst, about 10 minutes. Stir in butter. 6. Serve portions of casserole on plates and pour warm syrup over top.","12 slices day-old bread, cut into 1-inch cubes, 2 (8 ounce) packages cream cheese, cut into 1 inch cubes, 1 cup fresh blueberries, 12 eggs, beaten, 2 cups milk, 1 teaspoon vanilla extract, ⅓ cup maple syrup, 1 cup white sugar, 1 cup water, 2 tablespoons cornstarch, 1 cup fresh blueberries, 1 tablespoon butter","Overnight Blueberry French Toast","15 mins","4.5","9 hrs 40 mins","https://www.allrecipes.com/recipe/15057/overnight-blueberry-french-toast/"
"744","40 mins","1. Preheat the oven to 350 degrees F (175 degrees C). Butter the bottom and sides of a 9x13-inch baking dish. 2. Heat a large skillet over medium-high heat. Add sausage and cook, crumbling with the back of a spoon, until browned, 5 to 7 minutes. 3. Reduce heat to medium and sprinkle flour evenly over sausage. Cook, stirring constantly, for 1 minute. Add milk and stir, scraping any browned bits from the bottom of the pan. Cook, stirring often, about 7 minutes. Season with 1/2 teaspoon salt and 1/4 teaspoon pepper. Remove from heat. 4. Crack eggs into the prepared baking dish and whisk in remaining salt and pepper until well blended. Cut each biscuit in quarters and arrange in a single layer over eggs. Sprinkle 1 1/2 cups Cheddar cheese over the biscuits. Pour sausage gravy over the cheese and spread evenly. Top with remaining cheese. 5. Bake in the preheated oven until golden and bubbly, 25 to 30 minutes. Let stand for 5 minutes before serving.","1 pound bulk breakfast sausage, ¼ cup all-purpose flour, 2 ¼ cups milk, 1 teaspoon kosher salt, divided, ½ teaspoon ground black pepper, divided, 1 tablespoon butter, softened, 6 large eggs, 1 (16.3 ounce) can refrigerated biscuit dough, 3 cups shredded Cheddar cheese","Easy Breakfast Casserole with Biscuits and Gravy","20 mins","4","1 hr 5 mins","https://www.allrecipes.com/recipe/8381043/easy-breakfast-casserole-with-biscuits-and-gravy/"
"343","20 mins","1. Mix water and yeast together in a bowl. Let stand until yeast softens and begins to form a creamy foam, about 5 minutes. 2. Whisk buttermilk and oil into the yeast mixture. Stir in flour, salt, and baking soda until dough comes together. 3. Turn dough out onto a floured work surface; knead until smooth and elastic, about 10 minutes. Let dough rest for 15 minutes. 4. Whisk 3/4 cup brown sugar, 4 tablespoons melted butter, and cinnamon together in a bowl. 5. Roll dough out into a 12-inch long rectangle about 1/4-inch thick. Spread cinnamon mixture evenly on top. Roll up lengthwise into a log; cut into 1-inch slices using a serrated knife. 6. Whisk remaining 3/4 cup brown sugar, 6 tablespoons melted butter, and molasses together in a small bowl. Pour into a greased 9x13-inch baking pan. Arrange dough slices on top. Cover and let rise at room temperature for 30 minutes. 7. Preheat oven to 350 degrees F (175 degrees C). 8. Bake in the preheated oven until golden brown on top, 20 to 25 minutes.","2 tablespoons warm water, 1 (.25 ounce) package active dry yeast, ¾ cup buttermilk, ¼ cup vegetable oil, 2 ½ cups all-purpose flour, ½ teaspoon salt, ¼ teaspoon baking soda, 1 ½ cups brown sugar, divided, 10 tablespoons butter, melted and divided, 1 teaspoon ground cinnamon, 2 tablespoons molasses","Gooey Caramel Cinnamon Rolls","30 mins","5","1 hr 40 mins","https://www.allrecipes.com/recipe/255940/gooey-caramel-cinnamon-rolls/"
"449","20 mins","1. Beat 2 eggs with 1 1/2 tablespoons milk in a bowl. 2. Melt 1 teaspoon butter in a 6-inch frying pan over medium heat. Add bell pepper and onion and cook until onion is translucent, about 5 minutes. Remove 1/2 the mixture and set aside in a bowl. 3. Pour egg mixture and 1/2 vegetable mixture into the skillet. Tilt the pan, gently push one side of the egg, without breaking it, away from the side of the pan, and let the uncooked egg run onto the pan. Repeat with all four sides of the egg, cooking until bottom is set, about 2 minutes. Flip over and cook until bottom is slightly browned, 1 to 2 minutes more. 4. Slide omelet onto a tortilla, then slide tortilla back onto the pan. Place 1 slice of cheese onto the omelet and top with another tortilla. Cook until bottom is browned, about 2 minutes. Flip and brown opposite side, about 1 minute more. Slide quesadilla onto a plate and cut into 4 sections. 5. Beat remaining 2 eggs and 1 1/2 tablespoons milk together in a bowl. Grease the same pan with the second teaspoon of butter. Repeat steps 3-4 with the reserved vegetables and the remaining cheese and tortillas.","4 large eggs, divided, 3 tablespoons milk, divided, 2 teaspoons butter, divided, ¼ cup diced green bell pepper, ¼ cup diced onion, 2 (1/2 inch thick) slices processed cheese (such as Velveeta®), divided, 4 (6 inch) flour tortillas","Simple Egg and Cheese Breakfast Quesadillas","10 mins","5","30 mins","https://www.allrecipes.com/recipe/273355/simple-egg-and-cheese-breakfast-quesadillas/"
"281","5 mins","1. Whisk eggs with salt until completely combined and very foamy. 2. Melt butter in a skillet over low heat until bubbling. Add whisked eggs; cook, stirring frequently for even, moist curds, until thickened and creamy, but still shiny, 2 to 3 minutes. 3. Remove scrambled eggs from the pan before they begin to look dry, as they will continue to thicken off the heat.","4 large eggs, 1 pinch salt, 4 teaspoons butter","The Secret to Fluffy Scrambled Eggs","5 mins","4","10 mins","https://www.allrecipes.com/recipe/284086/the-secret-to-fluffy-scrambled-eggs/"
"631","40 mins","1. Preheat oven to 350 degrees F (175 degrees C). Butter a 9x12-inch baking dish generously. 2. Whisk flour, sea salt, baking powder, and baking soda together in a bowl. Set aside. 3. Combine walnuts, brown sugar, white sugar, salt, cinnamon, and melted butter in a bowl. Mix until walnuts and sugar are thoroughly coated with butter. 4. Cream butter and sugar together in another bowl with a spatula until well blended. Add 1 egg and whisk until mixture is smooth, 2 to 3 minutes. Whisk in second egg until thoroughly incorporated. Add vanilla extract and yogurt; whisk together. Add flour mixture to wet ingredients; whisk just until flour disappears. Do not overmix. 5. Remove cores from apples. Cut across into 1/8- to 1/4-inch slices. Stack up a few slices, make 1 cut down the center, and dice across into cubes. Add to cake batter, folding in with a spatula until just combined. 6. Spread 1/2 of the batter evenly into the bottom of the prepared baking dish. Scatter 1/2 of the crumble mixture evenly over the top. Top with the rest of the batter in dollops. Spread carefully to evenly distribute, trying not to disturb the crumbs. Top with the rest of the crumb mixture. Press crumbs into the batter very gently. 7. Bake in the center of the preheated oven until a toothpick or bamboo skewer inserted into the center comes out clean, about 40 minutes. Let cool to room temperature, about 30 minutes, before slicing and serving.","2 teaspoons unsalted butter, 2 cups all-purpose flour, ½ teaspoon fine sea salt, 1 teaspoon baking powder, ¾ teaspoon baking soda, 1 ½ cups finely chopped toasted walnuts, ⅓ cup packed light brown sugar, ⅓ cup white sugar, ¼ teaspoon salt, 1 teaspoon ground cinnamon, 3 tablespoons unsalted butter, melted, ½ cup unsalted butter, at room temperature, 1 cup white sugar, 2 large eggs, 1 ½ teaspoons vanilla extract, 1 cup plain yogurt, 2 each Honeycrisp apples","Apple Crumble Coffee Cake","25 mins","5","1 hr 35 mins","https://www.allrecipes.com/recipe/280118/apple-crumble-coffee-cake/"
