"calories","cook","directions","ingredients","name","prep","rating","ready in","url"
"318","4 hrs 5 mins","1. Combine water, salad dressing mix, oregano, basil, parsley, onion salt, garlic powder, bay leaf, salt, and black pepper in a saucepan. Stir well, and bring to a boil. 2. Place rump roast in slow cooker; pour salad dressing mixture over the meat. 3. Cover and cook on Low for 10 to 12 hours, or on High for 4 to 5 hours. When done, remove bay leaf, and shred meat with a fork.","3 cups water, 1 (.7 ounce) package dry Italian-style salad dressing mix, 1 teaspoon dried oregano, 1 teaspoon dried basil, 1 teaspoon dried parsley, 1 teaspoon onion salt, 1 teaspoon garlic powder, 1 bay leaf, 1 teaspoon salt, 1 teaspoon ground black pepper, 1 (5 pound) rump roast","Slow Cooker Italian Beef for Sandwiches","10 mins","4.5","4 hrs 15 mins","https://www.allrecipes.com/recipe/16427/slow-cooker-italian-beef-for-sandwiches/"
"168","20 mins","1. Place ground beef and water in a large saucepan; use a potato masher to break apart beef. 2. Stir in tomato sauce, ketchup, chili powder, salt, black pepper, sugar, onion powder, and Worcestershire sauce. 3. Bring to a boil, then cook over medium heat until beef is cooked and chili thickens, about 20 minutes.","1 pound ground beef, ⅓ cup water, ½ (10 ounce) can tomato sauce, ½ cup ketchup, 2 ½ teaspoons chili powder, ½ teaspoon salt, ½ teaspoon ground black pepper, ½ teaspoon white sugar, ½ teaspoon onion powder, 1 dash Worcestershire sauce","Jeff's Hot Dog Chili","10 mins","4.5","30 mins","https://www.allrecipes.com/recipe/223538/jeffs-hot-dog-chili/"
"371","10 mins","1. Bring a large pot of lightly salted water to a boil. Cook rotini pasta at a boil until tender yet firm to the bite, about 8 minutes. Drain and rinse with cold water until cool. 2. Combine pasta, salami, bell peppers, onion, mozzarella balls, and olives in a large bowl. Add salad dressing and toss to coat. 3. Season pasta salad with dry salad dressing mix and stir to combine. Sprinkle with Parmesan cheese before serving.","1 (12 ounce) package tri-color rotini pasta, ¾ pound Italian salami, finely diced, ½ green bell pepper, sliced, ½ red bell pepper, sliced, ½ red onion, chopped, 1 (6 ounce) can sliced black olives, 8 ounces small fresh mozzarella balls (ciliegine), 1 cup Italian-style salad dressing, 3 (.7 ounce) packages dry Italian-style salad dressing mix, or to taste, ½ cup shredded Parmesan cheese","Quick Italian Pasta Salad","15 mins","4.5","25 mins","https://www.allrecipes.com/recipe/222750/quick-italian-pasta-salad/"
"80","30 mins","1. In a stockpot, over medium heat, combine the tomatoes, onion, cloves and chicken broth. Bring to a boil, and gently boil for about 20 minutes to blend all of the flavors. Remove from heat and run the mixture through a food mill into a large bowl, or pan. Discard any stuff left over in the food mill. 2. In the now empty stockpot, melt the butter over medium heat. Stir in the flour to make a roux, cooking until the roux is a medium brown. Gradually whisk in a bit of the tomato mixture, so that no lumps form, then stir in the rest. Season with sugar and salt, and adjust to taste.","4 cups chopped fresh tomatoes, 1 slice onion, 4 whole cloves, 2 cups chicken broth, 2 tablespoons butter, 2 tablespoons all-purpose flour, 1 teaspoon salt, 2 teaspoons white sugar, or to taste","Fresh Tomato Soup","5 mins","4.5","35 mins","https://www.allrecipes.com/recipe/39544/garden-fresh-tomato-soup/"
"334","","1. Combine beans, bell peppers, corn, and red onion in a large bowl. 2. Whisk olive oil, vinegar, cilantro, lime juice, lemon juice, garlic, sugar, salt, cumin, and black pepper together in a small bowl. Season to taste with chili powder and hot sauce. 3. Pour dressing over bean mixture and toss well. Refrigerate until chilled. Serve cold.","1 (15 ounce) can black beans, rinsed and drained, 1 (15 ounce) can kidney beans, drained, 1 (15 ounce) can cannellini beans, drained and rinsed, 1 green bell pepper, chopped, 1 red bell pepper, chopped, 1 (10 ounce) package frozen corn kernels, 1 red onion, chopped, ½ cup olive oil, ½ cup red wine vinegar, ¼ cup chopped fresh cilantro, 2 tablespoons fresh lime juice, 1 tablespoon lemon juice, 1 clove crushed garlic, 2 tablespoons white sugar, 1 tablespoon salt, ½ tablespoon ground cumin, ½ tablespoon ground black pepper, ½ teaspoon chili powder, 1 dash hot pepper sauce","Mexican Bean Salad","15 mins","5","1 hr 15 mins","https://www.allrecipes.com/recipe/14169/mexican-bean-salad/"
"257","40 mins","1. Crumble the sausage (if using) into a skillet over medium-high heat. Cook and stir until no longer pink. Remove from the heat and set aside. 2. Fill a large pot halfway with water(about 2 quarts), and bring to a boil. Add the sausage, and cover the pot. Return to a boil. Add the beets, and cook until they have lost their color. Add the carrots and potatoes, and cook until tender, about 15 minutes. Add the cabbage, and the can of diced tomatoes. 3. Heat the oil in a skillet over medium heat. Add the onion, and cook until tender. Stir in the tomato paste and water until well blended. Transfer to the pot. Add the raw garlic to the soup, cover and turn off the heat. Let stand for 5 minutes. Taste, and season with salt, pepper and sugar. 4. Ladle into serving bowls, and garnish with sour cream, if desired, and fresh parsley.","1 (16 ounce) package pork sausage, 3 medium beets, peeled and shredded, 3 carrots, peeled and shredded, 3 medium baking potatoes, peeled and cubed, 1 tablespoon vegetable oil, 1 medium onion, chopped, 1 (6 ounce) can tomato paste, ¾ cup water, ½ medium head cabbage, cored and shredded, 1 (8 ounce) can diced tomatoes, drained, 3 cloves garlic, minced, salt and pepper to taste, 1 teaspoon white sugar, or to taste, ½ cup sour cream, for topping, 1 tablespoon chopped fresh parsley for garnish","Ukrainian Red Borscht Soup","25 mins","4.5","1 hr 5 mins","https://www.allrecipes.com/recipe/84450/ukrainian-red-borscht-soup/"
"417","","1. Scoop out avocado contents and place in a bowl. Set aside shells. 2. Mix in tuna, tomatoes, cilantro, pepper, chili powder, and salt. Divide mixture between shells to serve.","2 medium avocados, 1 (5 ounce) can light tuna (such as Century®), 2 small tomatoes, chopped, 1 tablespoon chopped fresh cilantro, or to taste, ½ tablespoon ground black pepper, 1 pinch chili powder, or more to taste, salt to taste","Tuna Avocado Salad","10 mins","4.5","10 mins","https://www.allrecipes.com/recipe/272786/tuna-avocado-salad/"
"270","10 mins","1. Bring quinoa and water to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until quinoa is tender and water has been absorbed, 10 to 15 minutes. Set aside to cool. 2. Whisk olive oil, lime juice, cumin, 1 teaspoon salt, and red pepper flakes together in a bowl. 3. Combine quinoa, tomatoes, black beans, and green onions together in a bowl. Pour dressing over quinoa mixture; toss to coat. Stir in cilantro; season with salt and black pepper. Serve immediately or chill in refrigerator.","1 cup quinoa, 2 cups water, ¼ cup extra-virgin olive oil, 2 limes, juiced, 2 teaspoons ground cumin, 1 teaspoon salt, ½ teaspoon red pepper flakes, or more to taste, 1 ½ cups halved cherry tomatoes, 1 (15 ounce) can black beans, drained and rinsed, 5 green onions, finely chopped, ¼ cup chopped fresh cilantro, salt and ground black pepper to taste","Zesty Quinoa Salad","20 mins","5","30 mins","https://www.allrecipes.com/recipe/229156/zesty-quinoa-salad/"
"1473","6 mins","1. Mix mayonnaise, mustard, and cayenne together in a bowl to make the sauce. 2. Trim off ends of bread. Cut loaf in half and evenly split bread to make tops and bottoms of 2 sandwiches. Spread each half on both sides generously with the mayo/mustard sauce. 3. Divide sandwich ingredients between the two bottom halves in this order: 2 slices Swiss cheese, 3 slices ham, hot cooked pork, pickle slices, and 2 more slices of Swiss cheese. Place tops on sandwiches. 4. Melt butter in a heavy skillet over medium heat. Place sandwiches in skillet and press down with a heavy weight (such as another skillet or foil-wrapped bricks). Toast sandwiches until bread is crisp and filling is heated through, 3 or 4 minutes per side.","¼ cup mayonnaise, ¼ cup mustard, 1 pinch cayenne pepper, 1 (8 ounce) loaf Cuban bread, 8 slices Swiss cheese, 6 thin slices smoked fully-cooked ham, 1 ½ cups cooked pulled pork, heated, 1 large dill pickle, sliced thinly lengthwise, 2 tablespoons butter, or as needed","Chef John's Cuban Sandwich","15 mins","5","21 mins","https://www.allrecipes.com/recipe/256968/chef-johns-cuban-sandwich/"
"392","","1. In a small bowl, mix together peanut butter, honey, and cinnamon. 2. Spread about 2 tablespoons of the peanut butter spread over one side of one slice of bread. Sprinkle 1 tablespoon raisins evenly over peanut butter, and place a slice of bread on top of the raisins to make a sandwich. Repeat with remaining ingredients.","½ cup peanut butter, 2 tablespoons honey, 1 teaspoon ground cinnamon, or to taste, 4 tablespoons raisins, 8 slices whole-grain bread","Cinnamon-Raisin Peanut Butter Sandwich","10 mins","4.5","10 mins","https://www.allrecipes.com/recipe/88394/cinnamon-raisin-peanut-butter-sandwich/"
"15","","1. Whisk together onion flakes, flour, beef bouillon granules, garlic salt, cumin, paprika, chili powder, cayenne pepper, and sugar in a bowl.","1 tablespoon dried onion flakes, 1 teaspoon all-purpose flour, 1 teaspoon beef bouillon granules, 1 teaspoon garlic salt, 1 teaspoon ground cumin, 1 teaspoon paprika, 1 teaspoon chili powder, ¼ teaspoon cayenne pepper, ¼ teaspoon white sugar","Taco Bell Seasoning Copycat","10 mins","4.5","10 mins","https://www.allrecipes.com/recipe/236257/taco-bell-seasoning-copycat/"
"554","1 hr","1. Cook the Italian sausage and red pepper flakes in a Dutch oven over medium-high heat until crumbly, browned, and no longer pink, 10 to 15 minutes. Drain and set aside. 2. Cook the bacon in the same Dutch oven over medium heat until crisp, about 10 minutes. Drain, leaving a few tablespoons of drippings with the bacon in the bottom of the Dutch oven. Stir in the onions and garlic; cook until onions are soft and translucent, about 5 minutes. 3. Pour the chicken broth into the Dutch oven with the bacon and onion mixture; bring to a boil over high heat. Add the potatoes, and boil until fork tender, about 20 minutes. Reduce the heat to medium and stir in the heavy cream and the cooked sausage; heat through. Mix the spinach into the soup just before serving.","1 pound bulk mild Italian sausage, 1 ¼ teaspoons crushed red pepper flakes, 4 slices bacon, cut into 1/2 inch pieces, 1 large onion, diced, 1 tablespoon minced garlic, 5 (13.75 ounce) cans chicken broth, 6 potatoes, thinly sliced, 1 cup heavy cream, ¼ bunch fresh spinach, tough stems removed","Super-Delicious Zuppa Toscana","25 mins","5","1 hr 25 mins","https://www.allrecipes.com/recipe/143069/super-delicious-zuppa-toscana/"
"272","1 hr 25 mins","1. Melt butter in a large soup pot over medium-high heat. Sauté mushrooms and 1 pinch salt in the melted butter until mushrooms release their juices, 5 to 10 minutes. 2. Reduce heat to medium-low and continue to cook, stirring often, until juices evaporate and mushrooms are caramelized, 15 to 25 minutes. Set aside a few attractive mushroom slices for garnish later, if desired. 3. Add onion to the mushrooms; cook until onion is soft and translucent, about 5 minutes. 4. Stir flour into the mushroom mixture and cook, stirring often, to remove the raw flour taste, about 2 minutes. 5. Add thyme bundle and garlic cloves, then pour in 4 cups chicken broth and 1 cup water. Reduce heat to low and simmer for 1 hour. Remove and discard thyme bundle. 6. Puree soup with an immersion blender until smooth and thick. Stir in cream. If too thick, add a little chicken broth or water. Season with salt and black pepper. 7. Ladle into bowls, and garnish with reserved mushroom slices and thyme leaves.","¼ cup unsalted butter, 2 (16 ounce) packages sliced fresh mushrooms, 1 pinch salt, 1 medium yellow onion, diced, 1 ½ tablespoons all-purpose flour, 6 sprigs fresh thyme, tied in a bundle with kitchen twine, 2 cloves garlic, peeled, 4 cups chicken broth, or more to taste, 1 cup water, or more to taste, 1 cup heavy whipping cream, 1 salt and freshly ground black pepper to taste, 1 teaspoon fresh thyme leaves for garnish, or to taste","Chef John's Creamy Mushroom Soup","10 mins","4.5","1 hr 35 mins","https://www.allrecipes.com/recipe/235589/chef-johns-creamy-mushroom-soup/"
"251","55 mins","1. Place ground beef and onion in a large skillet over medium heat; cook and stir until beef is browned and crumbled, about 10 minutes. 2. Stir in green pepper and garlic; cook and stir until softened, 2 to 3 minutes. Add 1 cup water and stir, scraping the pan to dissolve any brown flavor bits from the bottom of the skillet. 3. Stir in ketchup, brown sugar, Dijon mustard, salt, black pepper, and Worcestershire sauce. Add remaining 1 cup water and bring mixture to a boil. Reduce heat to low and simmer, stirring occasionally, until liquid has evaporated and mixture is thick, about 40 minutes. 4. Season with salt, black pepper, Worcestershire sauce, and cayenne pepper.","1 ½ pounds extra-lean ground beef, ½ onion, diced, 1 green pepper, diced, 2 cloves garlic, minced, 2 cups water, divided, ¾ cup ketchup, 2 tablespoons brown sugar, 1 teaspoon Dijon mustard, 1 ½ teaspoons salt, or to taste, ½ teaspoon ground black pepper, 1 dash Worcestershire sauce, 1 pinch cayenne pepper, or to taste","Homemade Sloppy Joes","15 mins","4.5","1 hr 10 mins","https://www.allrecipes.com/recipe/220182/homemade-sloppy-joes/"
"641","25 mins","1. Mix together salt, pepper, paprika, chili powder, onion powder, garlic powder, thyme, marjoram, and basil in a small bowl. 2. Place beef in a large bowl. Sprinkle seasoning mixture over top and stir to coat. 3. Heat 1/2 of the oil in a skillet over medium-high heat. Add beef and saute to the desired doneness. Remove to a plate. 4. Heat the remaining oil in the skillet. Add onion and green pepper and saute until tender. 5. Preheat the oven on the broiler setting. 6. Divide cooked beef between the bottoms of 4 rolls. Layer with onion and green pepper, then top with sliced cheese. Place on a cookie sheet. 7. Broil in the preheated oven until cheese is melted. 8. Cover with tops of rolls and serve.","½ teaspoon salt, ½ teaspoon black pepper, ½ teaspoon paprika, ½ teaspoon chili powder, ½ teaspoon onion powder, ½ teaspoon garlic powder, ½ teaspoon dried thyme, ½ teaspoon dried marjoram, ½ teaspoon dried basil, 1 pound beef sirloin, cut into thin 2 inch strips, 3 tablespoons vegetable oil, 1 onion, sliced, 1 green bell pepper, julienned, 3 ounces Swiss cheese, thinly sliced, 4 hoagie rolls, split lengthwise","Philly Steak Sandwich","15 mins","4.5","40 mins","https://www.allrecipes.com/recipe/36621/philly-steak-sandwich/"
"307","10 mins","1. Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the penne, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 11 minutes. Rinse with cold water and drain well in a colander set in the sink. 2. Whisk together the vinegar, lemon juice, garlic, oregano, salt, pepper, and olive oil. Set aside. Combine pasta, tomatoes, onion, green and red peppers, cucumber, olives, and feta cheese in a large bowl. Pour vinaigrette over the pasta and mix together. Cover and chill for 3 hours before serving.","2 cups penne pasta, ¼ cup red wine vinegar, 1 tablespoon lemon juice, 2 cloves garlic, crushed, 2 teaspoons dried oregano, salt and pepper to taste, ⅔ cup extra-virgin olive oil, 10 cherry tomatoes, halved, 1 small red onion, chopped, 1 green bell pepper, chopped, 1 red bell pepper, chopped, ½ cucumber, sliced, ½ cup sliced black olives, ½ cup crumbled feta cheese","Greek Pasta Salad","20 mins","4.5","3 hrs 30 mins","https://www.allrecipes.com/recipe/176650/greek-pasta-salad/"
